Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,WHEAT - ACRES HARVESTED,"WHEAT - PRODUCTION, MEASURED IN BU",Wheat Production measured in Kg
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,CENTRAL,50,HYDE,69,14357,500476,17636309
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,CENTRAL,50,JERAULD,73,7577,267680,9432794.365
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,CENTRAL,50,SULLY,119,61036,1344491,47378613
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,BROOKINGS,11,4229,274085,9658500.611
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,DAVISON,35,6496,401732,14156662.23
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,HANSON,61,3579,212259,7479809.844
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,KINGSBURY,77,11064,631542,22254953
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,LAKE,79,892,62646,2207586.804
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,MCCOOK,87,556,35817,1262157.785
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,MINER,97,13581,774056,27277013.88
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,MINNEHAHA,99,213,14151,498668.0852
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,MOODY,101,0,0,0
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,SANBORN,111,1694,109412,3855577.171
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,BROWN,13,13635,629173,22171471.64
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,CAMPBELL,21,28449,697883,24592748.17
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,EDMUNDS,45,42152,1239111,43665119.76
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,FAULK,49,28400,797816,28114294.19
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,MCPHERSON,89,26659,911013,32103251.24
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,POTTER,107,87458,2708075,95430045.57
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,SPINK,115,37204,1424109,50184277.31
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,WALWORTH,129,50722,1379092,48597920.08
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,CLARK,25,21279,1211855,42704643.66
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,CODINGTON,29,21082,1204601,42449019.44
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,DAY,37,26576,1225206,43175120.49
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,DEUEL,39,7824,506876,17861839.05
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,GRANT,51,14704,893901,31500240.27
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,HAMLIN,57,5679,439889,15501279.44
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,MARSHALL,91,7260,376859,13280160.83
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,ROBERTS,109,14087,762803,26880468.62
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,BUTTE,19,3053,99357,3501248.318
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,CORSON,31,58532,1406453,49562096.28
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,DEWEY,41,15903,396528,13973278.11
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,HARDING,63,21328,570504,20104030.62
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,PERKINS,105,28723,639590,22538557.04
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,ZIEBACH,137,44042,1167158,41129562.93
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,GREGORY,53,13828,730308,25735375.03
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,JONES,75,36587,1064914,37526579.42
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,LYMAN,85,65618,2120812,74735443.37
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,MELLETTE,95,16752,564686,19899009.71
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TODD,121,5012,166593,5870582.455
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,35118,1472743,51898094.26
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,BON HOMME,9,2746,154344,5438939.082
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CHARLES MIX,23,44489,2608927,91936162.22
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CLAY,27,415,20529,723422.8762
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,DOUGLAS,43,4894,311638,10981833.42
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,HUTCHINSON,67,2489,161909,5705522.649
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,TURNER,125,1643,110976,3910691.077
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,UNION,127,342,28552,1006145.938
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,1125,67264,2370320.831
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,BENNETT,7,24698,957709,33748774.87
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,CUSTER,33,704,20522,723176.2027
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,FALL RIVER,47,2722,71816,2530729.08
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,OGLALA LAKOTA,102,12974,518936,18286822.24
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,HAAKON,55,45923,1472577,51892244.57
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,JACKSON,71,22733,661690,23317340.49
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,LAWRENCE,81,0,0,0
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,MEADE,93,23754,668572,23559855.78
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,PENNINGTON,103,33292,1074405,37861033.43
CENSUS,2017,YEAR,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,STANLEY,117,41997,1124742,39634862.52
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,5578,358480,12632501.96
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,474,32980,1162184.542
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CLAY,27,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DE KALB,41,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,2103,156293,5507620.03
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,6889,521528,18378161.91
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,1632,102247,3603089.231
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,1948,126467,4456579.516
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,3225,259662,9150247.498
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,1569,110896,3907871.951
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SMITH,159,3431,237868,8382247.198
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,7134,449087,15825408.41
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILLIAMSON,187,2000,175632,6189108.412
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILSON,189,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,7,314,18305,645051.1837
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,4310,273928,9652968.077
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,150,6000,211434.4224
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,6533,423514,14924239.66
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,GRUNDY,61,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,MARION,115,1573,83486,2941969.031
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,MORGAN,129,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,OVERTON,133,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,PICKETT,137,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,SEQUATCHIE,153,240,11600,408773.2166
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,VAN BUREN,175,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,WARREN,177,2335,95688,3371956.168
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,WHITE,185,329,19892,700975.5884
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,DELTA,10,DYER,45,20366,1488623,52457690.7
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,DELTA,10,LAKE,95,10100,820574,28916264.95
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,DELTA,10,LAUDERDALE,97,9218,575756,20289106.22
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,DELTA,10,OBION,131,9580,775238,27318666.46
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,DELTA,10,SHELBY,157,2462,169520,5973727.214
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,DELTA,10,TIPTON,167,9993,615742,21698175.69
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,BLOUNT,9,183,9190,323847.057
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,BRADLEY,11,471,22924,807820.4498
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,CLAIBORNE,25,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,COCKE,29,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,GREENE,59,531,17851,629052.6457
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HAMBLEN,63,676,27136,956247.4144
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HAMILTON,65,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HAWKINS,73,34,1580,55677.73123
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,JEFFERSON,89,213,11800,415821.0307
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,KNOX,93,45,1350,47572.74504
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,LOUDON,105,1741,103640,3652177.256
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MCMINN,107,1197,61821,2178514.571
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MEIGS,121,396,38222,1346907.749
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MONROE,123,1616,79980,2818420.851
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,POLK,139,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,RHEA,143,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,SEVIER,155,55,1500,52858.6056
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,SULLIVAN,163,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,WASHINGTON,179,193,4126,145396.4045
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,BENTON,5,51,2580,90916.80163
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,CARROLL,17,7744,576077,20300417.96
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,CHESTER,23,715,45175,1591925.005
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,CROCKETT,33,15990,1125883,39675070.3
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,FAYETTE,47,7555,493593,17393758.48
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,GIBSON,53,45590,2945926,103811693.7
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HARDEMAN,69,520,31400,1106506.811
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HARDIN,71,2878,173614,6117995.968
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HAYWOOD,75,19910,1407705,49606215.6
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HENDERSON,77,2078,123406,4348712.722
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HENRY,79,8091,513858,18107878.24
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,MADISON,113,12116,919373,32397849.87
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,MCNAIRY,109,1779,109044,3842609.193
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,WEAKLEY,183,17966,1219698,42981023.69
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,CHEATHAM,21,200,7600,267816.935
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,DICKSON,43,287,17790,626903.0624
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,HICKMAN,81,550,35662,1256695.729
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,HUMPHREYS,85,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,LAWRENCE,99,6492,502370,17703051.8
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,MONTGOMERY,125,7713,582224,20517032.52
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,30031,2096536,73879979.7
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,STEWART,161,0,0,0
CENSUS,2017,YEAR,COUNTY,TENNESSEE,47,WESTERN RIM,30,WAYNE,181,251,13700,482775.2645
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,BELL,27,14635,464455,16366962.44
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,BOSQUE,35,5035,143037,5040490.913
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,COLLIN,85,20470,793127,27949058.19
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,COOKE,97,13140,393613,13870556.22
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,CORYELL,99,6596,195184,6878102.717
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,DALLAS,113,1980,62778,2212238.362
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,DELTA,119,8797,444245,15654780.83
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,DENTON,121,31277,868990,30622399.79
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,ELLIS,139,21375,779774,27478510.88
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,FALLS,145,18087,690536,24333846.72
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,FANNIN,147,34142,1651033,58180868.12
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,GRAYSON,181,52236,2318867,81714717.46
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,HAMILTON,193,2946,83700,2949510.192
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,HILL,217,38929,1800009,63430643.87
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,HUNT,231,20412,856623,30186598.2
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,JOHNSON,251,15826,508401,17915578.63
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,KAUFMAN,257,10143,400087,14098693.96
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,LAMAR,277,12672,536328,18899700.15
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,LIMESTONE,293,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,MCLENNAN,309,35796,1333114,46977698.1
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,MILAM,331,7994,211871,7466137.085
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,NAVARRO,349,6562,267484,9425887.507
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,ROCKWALL,397,5516,254870,8981381.873
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,TARRANT,439,3304,78058,2750691.357
CENSUS,2017,YEAR,COUNTY,TEXAS,48,BLACKLANDS,40,WILLIAMSON,491,13714,399528,14078995.32
CENSUS,2017,YEAR,COUNTY,TEXAS,48,COASTAL BEND,82,KLEBERG,273,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,COASTAL BEND,82,NUECES,355,3012,65955,2324192.888
CENSUS,2017,YEAR,COUNTY,TEXAS,48,COASTAL BEND,82,REFUGIO,391,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,COASTAL BEND,82,SAN PATRICIO,409,980,24900,877452.853
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,ARCHER,9,16847,295494,10412933.87
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,BROWN,49,1876,34048,1199819.869
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,CALLAHAN,59,21892,330490,11646160.38
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,CLAY,77,17074,325224,11460591.43
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,COMANCHE,93,3103,77466,2729829.828
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,EASTLAND,133,2805,34823,1227130.149
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,ERATH,143,1401,40371,1422636.511
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,HOOD,221,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,JACK,237,279,1856,65403.71466
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,MILLS,333,1273,9740,343228.5457
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,MONTAGUE,337,5640,134911,4754138.227
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,PALO PINTO,363,1840,81818,2883190.262
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,PARKER,367,219,1797,63324.60951
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,SHACKELFORD,417,5734,67474,2377721.036
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,STEPHENS,429,1506,24008,846019.6022
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,THROCKMORTON,447,45532,987346,34793155.2
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,WISE,497,4317,93657,3300385.616
CENSUS,2017,YEAR,COUNTY,TEXAS,48,CROSS TIMBERS,30,YOUNG,503,18687,426075,15014486.92
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,BOWIE,37,2050,105722,3725545.001
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,FRANKLIN,159,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HARRISON,203,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HENDERSON,213,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HOPKINS,223,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,NACOGDOCHES,347,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,RED RIVER,387,9016,280104,9870604.575
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,SMITH,423,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,TITUS,449,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,WOOD,499,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,GRIMES,185,900,27000,951454.9008
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,LEON,289,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,POLK,373,106,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,ROBERTSON,395,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,SAN AUGUSTINE,405,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,WALLER,473,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,BURNET,53,23,690,24314.95858
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,COKE,81,5007,94390,3326215.855
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,CONCHO,95,22631,709204,24991689.68
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,GILLESPIE,171,3522,86795,3058575.115
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,IRION,235,630,12623,444822.7857
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,KENDALL,259,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,KERR,265,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,LAMPASAS,281,2242,63457,2236165.69
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,LLANO,299,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MASON,319,120,2400,84573.76896
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MCCULLOCH,307,27802,742819,26176251.04
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MENARD,327,1596,25899,912656.6843
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,REAGAN,383,3504,80924,2851686.533
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,SAN SABA,411,15054,412271,14528046.79
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,SCHLEICHER,413,672,17378,612384.5654
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,STERLING,431,0,0,0
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,TOM GREEN,451,17974,524418,18480002.82
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,UPTON,461,4480,130459,4597253.885
CENSUS,2017,YEAR,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,UVALDE,463,8628,365732,12888055.7
CENSUS,2017,YEAR,COUNTY,TEXAS,48,LOWER VALLEY,97,STARR,427,20,364,12827.02163
CENSUS,2017,YEAR,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,ARMSTRONG,11,30403,887309,31267944.32
CENSUS,2017,YEAR,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,BRISCOE,45,31572,692899,24417116.64
CENSUS,2017,YEAR,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CARSON,65,59821,2048788,72197384.57
CENSUS,2017,YEAR,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CASTRO,69,33632,1155742,40727273.7
CENSUS,2017,YEAR,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,DALLAM,111,48193,1721971,60680657.3
CENSUS,2017,YEAR,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,DEAF SMITH,117,122363,3437887,121147942
